,ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
1234,642997,m,6/17/1992,86.0,cbse,2009,65.0,cbse,6874,2,B.Tech/B.E.,information technology,61.0,6874,0,Uttarakhand,2013,615,545,750,0.635978756,445,-1,-1,-1,-1,-1,-1,0.99,1.5444,0.1637,-0.7415,1.0554,110000
1235,49508,m,9/19/1984,72.0,mp board,2005,61.2,mp board,3477,2,B.Tech/B.E.,computer engineering,66.3,3477,0,Madhya Pradesh,2009,345,335,345,0.190153406,315,-1,-1,-1,-1,-1,-1,-0.2628,-1.6313,0.065,0.6605,-0.2875,415000
1236,868791,m,5/19/1993,83.6,state board,2010,89.91,state board,8888,2,B.Tech/B.E.,information technology,80.01,8888,0,Tamil Nadu,2014,545,610,705,0.622642916,445,-1,407,-1,-1,-1,-1,1.5644,0.7119,1.547,-2.136,-0.0943,325000
1237,432156,m,7/2/1990,80.2,0,2007,91.9,0,3838,2,B.Tech/B.E.,information technology,62.0,3838,0,Andhra Pradesh,2011,465,425,465,0.901489571,545,-1,-1,-1,-1,-1,-1,1.592,0.0328,-0.0537,-0.6428,0.3444,290000
1238,471396,m,9/12/1991,82.2,cbse,2009,82.4,cbse,57,2,B.Tech/B.E.,mechanical engineering,73.0,57,0,Haryana,2013,515,565,505,0.607034038,-1,-1,-1,409,-1,-1,-1,0.6646,1.4368,-0.344,-1.1128,0.3049,245000
1239,640581,f,9/25/1991,77.8,cbse,2009,79.4,cbse,1622,2,B.Tech/B.E.,computer engineering,80.0,1622,0,Madhya Pradesh,2013,520,655,825,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.01,-0.8682,0.2889,360000
1240,466888,f,11/30/1990,79.0,cbse,2008,62.2,cbse,7977,2,B.Tech/B.E.,computer engineering,76.3,7977,0,Uttar Pradesh,2012,485,445,435,0.864685413,525,-1,-1,-1,-1,-1,-1,0.8192,0.2668,-0.2714,-0.4078,-0.1295,325000
1242,541286,m,10/2/1990,76.0,cbse,2008,79.0,cbse,11476,2,B.Tech/B.E.,computer engineering,73.0,11476,1,Karnataka,2013,580,580,840,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.2628,1.1248,0.3817,0.5323,0.4234,415000
1244,856700,m,6/8/1991,89.12,state board,2009,65.0,state board,6575,2,B.Tech/B.E.,electrical engineering,65.24,6575,1,Karnataka,2013,370,410,470,0.298769129,325,-1,315,-1,356,-1,-1,0.2718,1.2114,1.3933,1.4136,-0.2859,200000
1245,962937,m,10/16/1991,88.8,cbse,2010,70.04,cbse,14716,2,B.Tech/B.E.,information technology,76.0,14716,0,Orissa,2014,650,680,485,0.356536488,415,-1,346,-1,-1,-1,-1,-1.1644,0.0459,0.1637,-0.2344,-1.244,325000
1247,204287,f,9/4/1989,88.0,0,2007,88.0,0,6327,2,B.Tech/B.E.,electronics and communication engineering,73.0,6327,0,Andhra Pradesh,2011,334,425,605,0.824666401,285,400,-1,-1,-1,233,-1,0.6646,0.3448,0.3817,-1.3478,0.8183,480000
1248,955427,f,10/18/1992,66.6,icse,2010,67.3,icse,17244,2,B.Tech/B.E.,electronics and communication engineering,71.08,17244,0,Uttar Pradesh,2014,395,390,555,0.493596387,365,324,-1,-1,-1,388,-1,-0.0154,-0.2871,0.01,0.2727,0.2889,180000
1249,1208205,m,2/28/1991,62.5,state board,2008,60.0,state board,8297,2,B.Tech/B.E.,electronics and communication engineering,72.0,8297,1,West Bengal,2014,465,540,465,0.112139438,335,228,-1,-1,-1,-1,-1,-0.4463,-0.7866,-0.4511,-0.995,-1.0524,165000
1252,222887,m,10/8/1989,86.33,rbse,2007,86.8,cbse,1003,2,B.Tech/B.E.,computer engineering,68.52,1003,1,Rajasthan,2011,475,485,554,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.4173,-1.9953,0.672,1.2374,-0.9194,360000
1253,357365,m,4/10/1991,89.4,cbse,2008,82.4,cbse,527,2,B.Tech/B.E.,computer engineering,72.68,527,0,Haryana,2012,684,605,645,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.2628,0.3838,-1.2511,-0.8778,0.9763,265000
1257,814673,m,10/13/1989,69.0,cbse,2007,61.0,cbse,183,2,B.Tech/B.E.,information technology,62.0,183,1,Rajasthan,2013,300,385,340,0.190153406,315,-1,-1,-1,-1,-1,-1,0.2718,-1.1196,0.1637,1.4136,-0.2859,200000
1258,389358,m,8/17/1988,59.7,bihar school examination board,2005,54.0,bihar intermediate education council,7557,2,MCA,computer application,82.0,7557,1,Delhi,2012,445,455,565,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-0.4891,1.3549,-1.4724,180000
1259,728009,m,5/17/1989,77.0,cbse,2007,60.2,cbse,4971,2,B.Tech/B.E.,information technology,68.5,4971,0,Uttar Pradesh,2012,570,475,500,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.0154,-2.1186,0.1637,1.6672,-1.6273,405000
1260,1152098,m,12/19/1990,79.0,state board,2008,74.0,state board,4979,2,B.Tech/B.E.,electrical engineering,76.1,4979,0,West Bengal,2013,595,510,585,0.193768442,-1,-1,-1,-1,324,-1,-1,-1.0208,-0.2871,-0.2974,1.2869,0.4805,170000
1261,625434,m,10/28/1991,92.83,cbse,2009,88.0,cbse,9019,2,B.Tech/B.E.,electrical engineering,74.96,9019,0,Haryana,2013,650,645,680,0.996155971,-1,-1,-1,-1,660,-1,-1,0.1282,0.0459,-0.1437,-0.2344,0.0973,565000
1262,298284,m,7/18/1990,86.0,state board,2008,75.0,state board,7586,2,B.Tech/B.E.,information technology,79.0,7586,0,Tamil Nadu,2012,445,355,385,0.525922584,415,-1,-1,-1,-1,-1,-1,-1.0355,-0.9033,0.5269,0.0623,0.1864,540000
1264,192591,m,3/26/1990,83.0,apssc,2007,87.3,apbie,5003,2,B.Tech/B.E.,electronics and electrical engineering,71.67,5003,0,Andhra Pradesh,2011,554,515,725,0.910770164,445,433,-1,-1,-1,-1,-1,-0.2628,0.6568,0.8171,0.8848,-1.7093,500000
1265,619651,f,8/12/1988,70.4,state board,2006,53.6,state board,275,2,MCA,computer application,76.5,275,1,Karnataka,2013,430,525,560,0.952245573,585,-1,-1,-1,-1,-1,-1,1.1336,1.0449,1.547,-0.1076,1.6302,180000
1266,1194679,f,2/28/1993,80.0,cbse,2010,91.7,state board,2999,2,B.Tech/B.E.,electronics and communication engineering,69.3,2999,0,Andhra Pradesh,2014,605,545,525,0.943272158,275,452,-1,-1,-1,-1,-1,-0.3027,0.0459,0.7785,-1.2486,0.6721,145000
1268,295355,m,5/20/1990,83.3,matriculation,2007,83.3,state board,1034,2,B.Tech/B.E.,electronics and communication engineering,76.6,1034,0,Tamil Nadu,2011,435,325,405,0.694479328,145,366,-1,-1,-1,473,-1,-1.3447,0.0328,-1.2148,0.1798,-1.2354,110000
1270,358631,f,7/31/1990,83.0,mp,2008,82.0,mp,3905,2,B.Tech/B.E.,computer engineering,73.5,3905,0,Madhya Pradesh,2012,485,465,565,0.765673581,485,-1,-1,-1,-1,-1,-1,-2.4266,-1.0593,-2.0856,-0.4078,-1.2354,375000
1272,342176,m,3/16/1989,91.4,0,2007,93.0,0,2563,2,B.Tech/B.E.,computer engineering,79.56,2563,0,Uttarakhand,2012,705,505,635,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.2628,-0.2793,0.3817,1.11983,-0.169,515000
1274,963688,m,10/9/1993,70.0,state board,2010,74.0,state board,7269,2,B.Tech/B.E.,electronics and communication engineering,65.0,7269,1,Telangana,2014,430,365,255,0.112139438,-1,228,-1,-1,-1,313,-1,0.2718,-0.2871,0.1637,0.3995,0.4805,150000
1276,141813,m,1/31/1986,70.5,0,2005,54.5,0,1569,2,B.Tech/B.E.,computer engineering,57.0,1569,0,Meghalaya,2010,315,394,355,0.190153406,315,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,0.672,1.9424,-0.2875,175000
1277,1292126,m,8/25/1991,64.4,cbse,2009,65.6,cbse,1920,2,B.Tech/B.E.,information technology,63.5,1920,0,Uttar Pradesh,2014,335,530,575,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.7335,-0.2871,0.3174,1.794,0.0973,150000
1278,121686,m,5/23/1989,93.4,state board,2006,89.08,state board,2460,2,B.Tech/B.E.,computer engineering,80.27,2460,0,Tamil Nadu,2010,465,385,625,0.600057182,435,-1,-1,-1,-1,-1,-1,0.9737,0.6568,0.8171,-0.9953,0.1864,415000
1279,602377,f,8/21/1992,91.5,state board,2009,93.8,state board,11509,1,B.Tech/B.E.,computer engineering,74.1,11509,1,Telangana,2013,380,535,530,0.525922584,415,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,0.4711,0.2727,-0.0943,270000
1280,1026255,f,7/8/1992,86.67,cbse,2010,74.3,state board,1373,2,B.Tech/B.E.,electronics and communication engineering,79.0,1373,0,Orissa,2014,710,650,500,0.493596387,455,324,-1,-1,-1,-1,-1,0.5591,0.8784,0.4711,-0.6147,-0.0943,325000
1283,239943,f,8/1/1989,93.43,0,2007,55.66,0,1866,2,B.Tech/B.E.,electronics and communication engineering,67.76,1866,1,Karnataka,2011,705,595,375,0.0587928,375,200,-1,-1,-1,260,-1,0.6646,0.1888,0.2366,-0.8778,-0.1295,475000
1284,48796,m,7/25/1984,77.0,mp board,2002,66.0,mp board,2832,2,MCA,computer application,70.0,2832,0,Madhya Pradesh,2009,335,355,295,0.793580615,495,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.0537,-0.4078,0.6603,680000
1287,225191,m,4/5/1988,81.5,rbse,2006,73.69,rbse,9699,2,B.Tech/B.E.,electronics and communication engineering,64.53,9699,1,Rajasthan,2011,405,365,425,0.960603252,175,466,-1,-1,-1,393,-1,-0.5719,-1.2153,0.2366,0.2973,-1.5513,150000
1288,1124992,m,10/10/1992,88.5,state board,2010,94.1,state board,10986,2,B.Tech/B.E.,electronics and communication engineering,73.2,10986,1,Telangana,2014,510,485,460,0.20739217,-1,260,284,-1,-1,-1,-1,1.1336,-0.4536,0.01,-2.5163,-0.2859,140000
1289,557677,m,8/8/1990,77.0,"up board , allahabad",2007,64.0,"up board , allahabad",9037,2,B.Tech/B.E.,electronics and communication engineering,70.0,9037,0,Uttar Pradesh,2012,475,585,560,0.538386893,-1,333,-1,-1,-1,-1,-1,0.1282,0.5454,0.7785,-0.4879,0.6721,315000
1290,1231828,m,7/1/1990,79.2,state board,2008,71.9,state board,11363,2,B.Tech/B.E.,mechanical engineering,72.0,11363,0,Andhra Pradesh,2013,545,580,570,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.7335,-0.1206,-0.4511,0.2727,-1.0524,335000
1291,340244,m,4/1/1990,80.0,cbse,2008,59.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,69.76,10932,0,Uttar Pradesh,2013,465,475,465,0.538386893,345,333,-1,-1,-1,313,-1,-1.9629,-0.1232,-0.7794,0.06223,-1.2354,150000
1292,1173129,m,2/18/1990,79.28,state board,2008,68.55,state board,13517,2,B.Tech/B.E.,mechanical engineering,79.75,13517,0,Tamil Nadu,2013,615,640,545,0.909151943,-1,-1,-1,-1,-1,-1,-1,1.1336,1.2114,-1.527,-0.995,0.8637,240000
1293,36759,m,5/12/1989,78.0,cbse,2006,77.0,cbse,382,2,B.Tech/B.E.,electronics and communication engineering,68.64,382,0,Uttar Pradesh,2010,505,555,554,0.910770164,275,433,-1,-1,-1,313,-1,-0.2628,0.0328,-1.5051,-0.6428,1.1343,250000
1294,330576,f,3/1/1991,86.0,ssc,2008,94.1,bie,8818,2,B.Tech/B.E.,electronics and communication engineering,83.45,8818,1,Telangana,2012,495,505,595,0.824666401,445,400,-1,-1,-1,313,-1,-0.2628,0.1888,-1.0697,-1.3478,0.0679,180000
1295,1089852,f,5/17/1992,86.0,state board,2009,95.0,state board,4726,2,B.Tech/B.E.,electronics and communication engineering,78.6,4726,0,Telangana,2013,405,545,450,0.649389715,375,356,-1,-1,-1,-1,-1,0.5591,-0.4536,0.01,-0.4879,0.6721,100000
1296,913913,m,2/9/1992,68.0,state board,2008,53.0,state board,51,2,MCA,computer application,76.0,51,0,Uttar Pradesh,2014,360,325,370,0.744758354,345,-1,438,-1,-1,-1,-1,0.7027,0.2124,0.7785,-0.6147,1.4386,245000
1297,342188,m,11/20/1990,72.8,0,2008,62.8,0,2563,2,B.Tech/B.E.,information technology,70.0,2563,0,Uttarakhand,2012,535,535,464,0.308400583,355,-1,-1,-1,-1,-1,-1,-0.0696,0.9688,0.0914,-0.78967,0.9763,420000
1298,285799,m,4/1/1989,78.8,mirza ahmed ali baig,2009,68.33,msbte,974,2,B.Tech/B.E.,computer engineering,62.0,974,0,Maharashtra,2011,535,455,335,0.930370607,565,-1,-1,-1,-1,-1,-1,-0.7264,-0.2793,0.9623,-0.7603,-1.0774,325000
1299,993561,m,6/30/1991,91.6,state board,2009,76.0,state board,3725,2,B.Tech/B.E.,information technology,70.25,3725,0,Madhya Pradesh,2013,570,545,405,0.842248322,445,-1,469,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.3612,-0.0943,220000
1300,345243,f,3/15/1989,93.6,cbse,2007,86.4,cbse,55,2,B.Tech/B.E.,computer engineering,77.7,55,0,Uttar Pradesh,2012,605,635,525,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.5719,0.1888,-0.4891,-0.40777,-0.643,500000
1301,29161,m,5/31/1989,64.0,cbse,2006,58.4,cbse,347,2,B.Tech/B.E.,information technology,73.0,347,0,Uttar Pradesh,2010,505,565,465,0.413838256,385,-1,-1,-1,-1,-1,-1,-2.272,-0.1232,-0.7794,0.1798,0.5024,140000
1302,354675,f,8/30/1990,78.0,sslc,2008,50.0,puc,8703,2,B.Tech/B.E.,computer engineering,61.0,8703,0,Karnataka,2012,375,425,315,0.377551419,375,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,0.4148,-0.406,300000
1303,354739,m,8/12/1988,56.0,state,2009,76.0,board of technical education,8703,2,B.Tech/B.E.,electronics and communication engineering,58.21,8703,0,Karnataka,2012,375,495,435,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.8083,0.3838,0.2729,0.1798,-0.1295,105000
1304,633535,f,3/21/1992,84.6,cbse,2009,64.7,cbse,11630,2,B.Tech/B.E.,information technology,73.0,11630,0,Uttar Pradesh,2013,475,595,470,0.81941653,505,-1,-1,-1,-1,-1,-1,1.4208,0.7119,-0.4511,-0.995,0.8637,265000
1306,640755,m,4/10/1992,78.13,state board,2009,56.12,state board,11166,2,B.Tech/B.E.,electronics and communication engineering,74.6,11166,0,West Bengal,2013,415,475,340,0.694479328,-1,366,-1,-1,-1,-1,-1,1.4208,0.7119,0.9322,-0.1076,-0.2859,70000
1308,60279,m,3/2/1988,65.2,cbse,2005,66.0,cbse,501,2,B.Tech/B.E.,electronics and communication engineering,68.74,501,0,Uttar Pradesh,2010,355,505,565,0.023312168,-1,166,-1,-1,-1,-1,-1,-1.1901,-0.4353,-1.3599,0.1798,0.3444,200000
1311,119221,m,10/20/1988,85.46,maharashtra board,2006,82.5,maharashtra board,1281,2,B.Tech/B.E.,computer engineering,62.0,1281,1,Maharashtra,2010,495,505,625,0.983749967,635,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-0.1988,-0.5253,0.3444,400000
1313,337533,m,9/18/1990,90.3,matriculation board,2008,96.25,state board - tamilnadu,3076,2,B.Tech/B.E.,electronics and communication engineering,88.88,3076,0,Tamil Nadu,2012,505,575,585,0.124502074,585,233,-1,-1,-1,-1,-1,0.6646,0.8518,-0.2714,-1.23027,0.3444,450000
1314,1026244,f,8/7/1993,69.0,icse,2010,93.6,state board,12434,2,B.Tech/B.E.,electronics and communication engineering,78.3,12434,0,Andhra Pradesh,2014,455,485,535,0.649389715,395,356,-1,-1,-1,-1,-1,1.1336,0.8784,1.547,-0.8682,0.4805,325000
1318,812583,m,1/15/1985,46.0,state board,2002,56.0,state board,1551,2,MCA,computer application,75.0,1551,1,Karnataka,2012,535,450,665,0.735795709,475,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.8682,-0.2859,290000
1320,641222,f,2/1/1992,92.3,state board,2009,93.9,state board,9769,2,B.Tech/B.E.,information technology,76.9,9769,1,Telangana,2013,465,510,635,0.765673581,485,-1,-1,-1,-1,-1,-1,1.4208,1.7109,-0.1437,-1.6289,0.8637,300000
1322,352532,f,6/14/1990,85.46,aurangabad board,2008,90.17,aurangabad board,8148,2,B.Tech/B.E.,computer engineering,67.75,8148,0,Maharashtra,2012,365,395,485,0.916869961,555,-1,-1,-1,-1,-1,-1,1.9011,0.0328,-2.1219,0.0623,0.0284,250000
1323,423068,m,12/1/1989,65.0,up board,2005,75.0,up board,184,2,B.Tech/B.E.,electronics and communication engineering,62.0,184,0,Uttar Pradesh,2012,475,415,575,0.229481755,-1,266,-1,-1,-1,340,-1,0.6646,1.4368,-1.7954,-1.4653,-0.0506,195000
1325,503183,m,8/10/1991,86.33,state board,2009,86.33,state board,5111,2,B.Tech/B.E.,information technology,66.93,5111,0,Maharashtra,2013,370,400,485,0.377551419,375,-1,-1,-1,-1,-1,-1,0.2009,0.8128,0.672,1.7074,0.5419,360000
1326,624771,m,12/5/1991,89.0,state board,2009,80.0,state board,4233,2,B.Tech/B.E.,electronics and communication engineering,64.8,4233,0,Tamil Nadu,2013,545,535,485,0.376059587,285,300,-1,-1,-1,-1,-1,-0.159,-0.6201,0.3174,0.7798,-1.8189,240000
1327,1203329,m,4/20/1990,70.0,icse,2008,82.0,icse,11154,2,B.Tech/B.E.,electrical engineering,82.1,11154,1,West Bengal,2013,650,495,450,0.298769129,355,-1,-1,-1,356,-1,-1,0.1282,0.8784,0.01,0.7798,0.4805,125000
1328,320706,m,4/3/1990,85.3,ssc,2008,75.0,board of intermediate,5015,2,B.Tech/B.E.,electronics and electrical engineering,76.0,5015,0,Andhra Pradesh,2012,435,475,335,0.124502074,395,233,-1,-1,-1,-1,-1,-0.4173,-0.4353,0.0914,0.6204,-2.1833,405000
1329,78587,m,8/29/1986,52.0,jharkhand secondary board,2004,59.0,jharkhand academic council,182,2,B.Tech/B.E.,electronics and electrical engineering,57.0,182,1,Karnataka,2011,485,365,214,0.124502074,325,233,-1,-1,-1,-1,-1,-0.1082,-0.1232,0.9623,1.7074,-0.1295,255000
1330,1133196,m,12/17/1991,76.6,cbse,2010,51.0,state board,15157,2,B.Tech/B.E.,electronics and communication engineering,60.19,15157,1,Karnataka,2014,440,455,225,0.493596387,145,324,-1,-1,-1,-1,-1,-0.0154,-0.4536,-0.7585,1.1601,-1.0524,150000
1331,1093783,m,3/16/1994,76.5,state board,2010,66.77,state board,10991,2,B.Tech/B.E.,electronics and communication engineering,69.1,10991,0,Rajasthan,2014,360,495,430,0.493596387,-1,324,-1,-1,-1,548,-1,-0.8772,-1.6191,-1.8344,0.3995,-1.244,100000
1332,922200,m,4/22/1993,82.8,state board,2010,78.25,state board,1370,2,B.Tech/B.E.,electronics and communication engineering,69.0,1370,0,Tamil Nadu,2014,555,460,415,0.041733196,375,-1,-1,-1,-1,206,-1,-0.159,1.3779,0.9322,-1.1218,0.8637,250000
1333,478702,m,9/3/1990,75.0,0,2008,77.0,0,11986,2,B.Tech/B.E.,information technology,55.0,11986,0,Andhra Pradesh,2012,755,465,355,0.24545566,335,-1,-1,-1,-1,-1,-1,-2.272,-3.1264,-3.8636,0.2973,-3.6051,240000
1334,243493,m,2/12/1990,81.5,wbbse,2007,72.0,wbchse,1906,2,B.Tech/B.E.,electrical engineering,75.1,1906,1,West Bengal,2011,475,585,615,0.229481755,-1,266,-1,-1,-1,-1,-1,-0.7264,0.6568,-2.2308,-0.5253,0.0284,300000
1335,682615,f,3/6/1991,62.0,cbse,2012,61.0,cbse,2637,2,B.Tech/B.E.,computer engineering,70.0,2637,0,Haryana,2013,250,305,385,0.10487136,275,-1,-1,-1,-1,-1,-1,-0.5116,0.8229,0.8809,0.0192,1.6302,300000
1336,242775,m,9/26/1989,86.0,0,2007,84.0,0,2552,2,B.Tech/B.E.,electronics and communication engineering,72.0,2552,0,Karnataka,2011,325,345,575,0.0587928,425,200,-1,-1,-1,233,-1,-0.2628,0.5008,0.3817,-0.2902,-0.4455,240000
1338,552482,m,3/27/1991,90.0,cbse,2009,92.0,cbse,7542,2,B.Tech/B.E.,electronics and communication engineering,76.4,7542,1,Delhi,2013,695,450,665,0.538386893,485,333,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.4511,0.5262,0.2889,705000
1339,126780,m,6/14/1989,87.16,kiran english medium high school,2006,86.9,sri chaitanya junior kalasala,1286,2,B.Tech/B.E.,information technology,78.53,1286,0,Andhra Pradesh,2010,535,485,555,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.7264,-1.5273,-0.4891,0.4148,-1.2354,620000
1340,338352,m,1/12/1992,78.0,cbse,2009,65.8,cbse,11637,2,B.Tech/B.E.,computer engineering,73.5,11637,0,Madhya Pradesh,2013,575,575,585,0.744758354,645,-1,438,-1,-1,-1,-1,-1.9243,0.0328,-0.4891,1.67803,-0.6035,345000
1341,1211611,f,3/27/1992,79.0,cbse,2009,67.7,icse,2429,2,B.Tech/B.E.,electronics and communication engineering,73.92,2429,0,Uttar Pradesh,2013,630,625,715,0.338786347,-1,292,346,-1,-1,-1,-1,0.99,1.7109,0.9322,-1.2486,0.6721,330000
1342,579845,f,8/5/1990,83.0,0,2008,74.0,0,11477,2,B.Tech/B.E.,electronics and communication engineering,86.0,11477,0,Punjab,2012,535,485,500,0.538386893,415,333,-1,-1,-1,-1,-1,1.8517,1.3779,1.547,-2.136,0.6721,240000
1343,1068768,m,11/27/1991,86.0,cbse,2009,86.4,cbse,8433,1,B.Tech/B.E.,electronics and communication engineering,67.23,8433,0,Haryana,2013,650,700,585,0.112139438,525,228,-1,-1,-1,-1,-1,-0.4463,0.3789,0.6248,-0.1076,-0.2859,400000
1344,801764,m,7/11/1992,86.7,state board,2009,90.2,state board,14382,2,B.Tech/B.E.,electronics and communication engineering,84.3,14382,1,Telangana,2013,660,640,560,0.338786347,455,292,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.1437,1.5404,0.0973,335000
1345,902971,f,2/11/1991,78.0,state board,2008,75.85,icse,4417,2,B.Tech/B.E.,electronics and communication engineering,73.9,4417,0,Madhya Pradesh,2013,555,385,545,0.649389715,465,356,-1,-1,-1,-1,-1,0.5591,0.5454,0.3174,-0.2344,0.0973,325000
1346,342865,m,3/23/1992,67.0,cbse,2009,63.0,cbse,10932,2,B.Tech/B.E.,mechanical engineering,62.9,10932,0,Uttar Pradesh,2014,395,365,315,0.116552565,-1,-1,-1,280,-1,-1,-1,0.2782,0.8128,-0.1988,1.06113,-0.4455,120000
1348,466809,m,11/18/1988,61.8,0,2006,55.4,0,3741,2,MCA,computer application,64.15,3741,0,Uttarakhand,2012,455,394,435,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.6538,-0.7863,-0.598,1.5899,0.8183,280000
1349,374573,m,6/1/1990,76.0,maharashtra state board,2008,78.13,maharashtra state board,11546,2,B.Tech/B.E.,computer engineering,55.7,11546,0,Maharashtra,2012,475,615,675,0.864685413,525,-1,-1,-1,-1,-1,-1,0.9737,1.7488,-0.1988,-1.9354,-0.1295,500000
1351,203388,m,8/14/1989,87.0,0,2007,80.0,0,3716,2,B.Tech/B.E.,electronics and communication engineering,70.0,3716,1,Karnataka,2011,685,555,554,0.824666401,395,400,-1,-1,-1,-1,-1,0.9737,1.7488,0.9623,-2.1704,0.1864,320000
1353,103861,m,7/21/1988,75.1,anglo indian,2006,81.2,state board,519,2,B.Tech/B.E.,electronics and communication engineering,71.0,519,1,Tamil Nadu,2010,505,305,495,0.376059587,445,300,-1,-1,-1,-1,-1,1.7465,0.3448,-0.344,-0.0552,0.8183,505000
1354,331256,f,12/19/1990,85.0,ssc,2008,93.0,ipe,9769,2,B.Tech/B.E.,information technology,76.12,9769,1,Telangana,2012,545,465,685,0.930370607,565,-1,-1,-1,-1,-1,-1,0.0464,0.3448,0.5269,-1.1128,0.4234,500000
1355,125529,m,8/29/1989,90.0,"state board of secondary education, andhra pradesh",2006,94.4,"state  board of intermediate education, andhra pradesh",1396,2,B.Tech/B.E.,electronics and communication engineering,76.12,1396,0,Andhra Pradesh,2010,505,525,595,0.124502074,615,233,-1,-1,-1,-1,-1,-0.2628,-0.1232,0.0914,-1.2303,-0.1295,455000
1356,955377,m,3/12/1991,76.0,icse,2010,70.0,icse,172,2,B.Tech/B.E.,information technology,68.0,172,0,Uttar Pradesh,2014,625,470,535,0.622642916,505,-1,407,-1,-1,-1,-1,0.7027,0.3789,0.1637,-0.6147,-0.0943,330000
1358,469011,m,9/5/1990,73.0,icse,2008,74.0,icse,8143,2,B.Tech/B.E.,information technology,73.36,8143,0,Uttar Pradesh,2012,595,475,404,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.6491,-0.4353,0.2366,-0.1727,-0.6035,405000
1359,345100,f,8/28/1990,76.4,cbse,2008,65.5,cbse,172,2,B.Tech/B.E.,electronics and communication engineering,59.94,172,0,Uttar Pradesh,2012,485,324,525,0.376059587,-1,300,-1,-1,-1,340,-1,0.3941,1.2808,1.3977,2.47123,-0.1295,200000
1360,998833,m,4/17/1991,78.44,state board,2009,70.14,state board,7299,2,B.Tech/B.E.,information technology,76.0,7299,1,West Bengal,2013,490,520,430,0.744758354,475,-1,438,-1,-1,-1,-1,0.8463,-0.2871,0.9322,0.5262,0.6721,120000
1361,601301,m,7/1/1989,54.0,state board,2004,54.0,cbse,272,2,MCA,computer application,67.05,272,0,Punjab,2013,380,365,430,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.0154,0.0459,0.1637,0.5262,0.2889,100000
1362,228081,m,10/25/1988,48.0,cbse,2007,66.66,up board,23,2,B.Tech/B.E.,computer engineering,59.0,23,0,Uttar Pradesh,2011,495,475,385,0.190153406,315,-1,-1,-1,-1,-1,-1,0.0464,0.6568,-0.0537,-0.0552,0.6603,440000
1364,1077946,m,8/12/1991,87.0,state board,2009,75.0,state board,220,2,B.Tech/B.E.,information technology,67.63,220,0,Madhya Pradesh,2013,455,435,475,0.700826162,464,-1,-1,-1,-1,-1,-1,-0.0154,1.5444,1.3933,-0.7415,1.247,140000
1365,336546,m,6/18/1990,86.12,west bengal board of secondary education,2008,77.0,west bengal council of higher secondary education,10930,2,B.Tech/B.E.,information technology,77.6,10930,1,West Bengal,2012,465,485,475,0.901489571,545,-1,-1,-1,-1,-1,-1,-1.4992,-0.0842,-1.6865,1.23733,-0.4455,415000
1366,580712,m,5/12/1991,83.0,cbse,2008,78.8,cbse,8195,1,B.Tech/B.E.,computer engineering,75.0,8195,1,Delhi,2013,520,585,485,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.7389,-0.6201,0.3174,-0.2344,-0.2859,400000
1368,796197,f,1/11/1993,93.0,cbse,2010,88.0,cbse,222,2,B.Tech/B.E.,computer engineering,81.9,222,0,Jharkhand,2014,650,620,765,0.911395278,645,-1,500,-1,-1,-1,-1,0.2718,0.5454,-1.2196,-1.5021,-1.244,800000
1369,1017485,f,9/4/1991,72.8,cbse,2008,63.0,cbse,7769,2,MCA,computer application,73.6,7769,1,Delhi,2014,560,580,620,0.486747008,515,-1,376,-1,-1,-1,-1,0.1282,-0.2871,-0.2974,-1.3753,0.6721,200000
